subject_id,trial,sentence_id,condition,sentence,target_position,n_saccades_detected,n_saccades_after_verb_onset,first_saccade_latency_s,first_saccade_duration_s,first_saccade_peak_vel_deg_s,first_saccade_landing_aoi,first_saccade_is_target,first_saccade_is_object,rawsample_prop_pos1,saccade_prop_pos1,rawsample_prop_pos2,saccade_prop_pos2,rawsample_prop_pos3,saccade_prop_pos3,rawsample_prop_pos4,saccade_prop_pos4,prop_target_critical_window,saccade_prop_target,no_object_gaze_critical_window,n_saccades_landed_critical_window,target_object,first_saccade_chosen_object
subject-15,27,36,non-restrictive,The kid will stack the lego,4,6,1,0.8944,0.0469,304.6,pos4,True,True,,,,,,,,,,,True,0,lego,lego
subject-15,28,43,restrictive,The man will lock the safe,3,3,1,1.2173,0.0402,415.9,elsewhere,False,False,,,,,,,,,,,True,0,safe,elsewhere
subject-15,29,11,restrictive,The baby will ring the bell,3,12,2,0.7416,0.0541,319.0,pos4,False,True,,,,,,,,,,,True,0,bell,drum
subject-15,30,34,non-restrictive,The boy will move the radio,2,8,1,1.4566,0.0402,441.9,pos2,True,True,,,,,,,,,,,True,0,radio,radio
subject-15,31,42,non-restrictive,The woman will wash the shirt,2,11,3,1.214,0.0465,332.0,pos2,True,True,,,,,,,,,,,True,0,shirt,shirt
subject-15,32,44,non-restrictive,The baker will inspect the dough,4,5,1,1.0895,0.0469,351.6,pos4,True,True,,,,,,,,,,,True,0,dough,dough
subject-15,33,14,non-restrictive,The boy will feed the dog,2,7,1,1.2409,0.0467,282.6,pos4,False,True,,,,,,,,,,,True,0,dog,ball
subject-15,34,48,non-restrictive,The child will carry the balloon,4,7,1,0.7258,0.0402,302.9,pos4,True,True,,,,,,,,,,,True,0,balloon,balloon
subject-15,35,45,restrictive,The chef will grate the carrot,1,7,2,1.1551,0.0537,300.5,pos1,True,True,,,,,,,,,,,True,0,carrot,carrot
subject-15,36,20,non-restrictive,The baby will grab the kitten,4,8,1,0.8818,0.0421,384.3,pos1,False,True,,,,,,,,,,,True,0,kitten,block
subject-15,37,47,restrictive,The girl will vacuum the carpet,3,6,2,1.2323,0.0472,435.9,elsewhere,False,False,,,,,,,,,,,True,0,carpet,elsewhere
subject-15,38,7,restrictive,The doctor will inject the child,3,8,1,0.6196,0.0402,456.7,pos3,True,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,1,child,child
subject-15,39,38,non-restrictive,The woman will carry the apron,2,8,3,0.1638,0.0536,267.5,pos1,False,True,0.8248,0.0,0.1752,1.0,0.0,0.0,0.0,0.0,0.1752,1.0,False,1,apron,cloth
subject-15,40,25,restrictive,The man will paint the canvas,1,5,2,1.4529,0.0399,401.9,pos2,False,True,,,,,,,,,,,True,0,canvas,keyboard
subject-15,41,12,non-restrictive,The man will watch the boat,4,7,1,1.4383,0.04,472.9,pos2,False,True,,,,,,,,,,,True,0,boat,sun
subject-15,42,6,non-restrictive,The housewife will  wash the mushrooms,2,9,1,0.6365,0.0405,512.3,pos3,False,True,,,,,,,,,,,True,0,mushrooms,knife
subject-15,43,41,restrictive,The boy will squeeze the orange,1,7,1,0.8678,0.0335,343.3,pos1,True,True,,,,,,,,,,,True,0,orange,orange
subject-15,44,10,non-restrictive,The man will wipe the washing machine,2,7,1,1.2489,0.047,364.2,pos3,False,True,,,,,,,,,,,True,0,washing-machine,mirror
subject-15,45,37,restrictive,The boy will peel the banana,1,8,1,1.2056,0.0466,560.6,pos3,False,True,,,,,,,,,,,True,0,banana,marker
subject-15,46,5,restrictive,The hiker will climb the mountain,1,11,2,1.119,0.04,367.7,elsewhere,False,False,,,,,,,,,,,True,0,mountain,elsewhere
subject-15,47,9,restrictive,The woman will read the book,1,8,2,1.6008,0.0471,435.8,elsewhere,False,False,,,,,,,,,,,True,0,book,elsewhere
subject-15,48,39,restrictive,The boy will tie the shoelace,3,8,3,1.4017,0.0267,345.0,subject,False,False,,,,,,,,,,,True,0,shoelace,subject
subject-15,49,18,non-restrictive,The boy will touch the football,2,6,1,1.1848,0.0533,374.1,pos2,True,True,,,,,,,,,,,True,0,football,football
subject-16,0,14,restrictive,The boy will walk the dog,3,13,4,0.7781,0.0532,291.9,elsewhere,False,False,,,,,,,,,,,True,0,dog,elsewhere
subject-16,1,15,non-restrictive,The businessman will  forget the hat,4,13,2,0.2064,0.0334,211.1,pos2,False,True,0.0,0.0,0.0206,0.0,0.0217,0.0,0.9578,1.0,0.9578,1.0,False,1,hat,magnifying-glass
subject-16,2,32,restrictive,The woman will brew the beer,1,5,1,0.8867,0.0601,266.2,pos1,True,True,,,,,,,,,,,True,0,beer,beer
subject-16,3,48,restrictive,The child will inflate the balloon,1,11,2,0.4301,0.0538,283.5,pos1,True,True,1.0,,0.0,,0.0,,0.0,,1.0,,False,0,balloon,balloon
subject-16,4,28,restrictive,The cat will drink the milk,1,8,1,0.1106,0.04,324.4,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,milk,sock
subject-16,5,23,non-restrictive,The girl will hold the scarf,4,12,4,0.029,0.0669,389.7,pos2,False,True,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,scarf,needle
subject-16,6,16,restrictive,The woman will wear the dress,1,14,4,0.0222,0.0134,157.0,elsewhere,False,False,,,,,,,,,,,True,0,dress,elsewhere
subject-16,7,13,non-restrictive,The man will  collect the cigarettes,2,17,4,0.7484,0.0536,312.4,elsewhere,False,False,,,,,,,,,,,True,0,cigarettes,elsewhere
subject-16,8,1,non-restrictive,The woman will try the wine,2,13,2,0.5778,0.0536,369.0,pos2,True,True,,,,,,,,,,,True,0,wine,wine
subject-16,9,45,non-restrictive,The chef will carry the carrot,2,11,4,0.8957,0.04,297.1,elsewhere,False,False,,,,,,,,,,,True,0,carrot,elsewhere
subject-16,11,12,restrictive,The man will sail the boat,1,14,3,0.7131,0.0536,233.3,pos1,True,True,,,,,,,,,,,True,0,boat,boat
subject-16,12,25,non-restrictive,The man will move the canvas,2,11,2,0.0433,0.0133,156.8,elsewhere,False,False,,,,,,,,,,,True,0,canvas,elsewhere
subject-16,13,3,non-restrictive,The woman will touch the baby,4,8,1,1.3292,0.0403,355.6,elsewhere,False,False,,,,,,,,,,,True,0,baby,elsewhere
subject-16,14,38,restrictive,The woman will tie the apron,3,10,2,1.732,0.0535,387.0,pos2,False,True,,,,,,,,,,,True,0,apron,cloth
subject-16,15,26,restrictive,The woman will blow out the candle,3,6,1,1.4682,0.0532,383.7,pos2,False,True,,,,,,,,,,,True,0,candle,coaster
subject-16,16,30,restrictive,The girl will roll the dice,3,8,1,0.6436,0.0531,324.8,pos1,False,True,,,,,,,,,,,True,0,dice,watch
subject-16,17,4,restrictive,The boy will bounce the ball,1,8,1,1.0716,0.0467,297.0,pos4,False,True,,,,,,,,,,,True,0,ball,shuttle-cock
subject-16,18,42,restrictive,The woman will sew the shirt,3,8,1,1.3543,0.0464,313.5,pos1,False,True,,,,,,,,,,,True,0,shirt,chalk
subject-16,19,10,restrictive,The man will repair the washing machine,3,11,2,1.0797,0.0536,335.2,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,washing-machine,mirror
subject-16,20,39,non-restrictive,The boy will move the shoelace,4,8,2,1.1457,0.0535,434.0,pos2,False,True,,,,,,,,,,,True,0,shoelace,mat
subject-16,21,41,non-restrictive,The boy will move the orange,2,10,2,0.9176,0.0469,406.9,pos3,False,True,,,,,,,,,,,True,0,orange,stone
subject-16,22,9,non-restrictive,The woman will open the book,2,10,1,1.1997,0.0407,422.9,elsewhere,False,False,,,,,,,,,,,True,0,book,elsewhere
subject-16,23,40,restrictive,The girl will button the blouse,1,11,4,0.6312,0.0403,380.7,pos3,False,True,,,,,,,,,,,True,0,blouse,toothbrish
subject-16,24,0,restrictive,The boy will eat the cake,1,7,1,0.6413,0.0469,350.2,pos1,True,True,,,,,,,,,,,True,0,cake,cake
subject-16,25,19,non-restrictive,The chef will clean the bread,4,7,2,1.3789,0.0469,366.0,elsewhere,False,False,,,,,,,,,,,True,0,bread,elsewhere
subject-16,26,27,non-restrictive,The boy will touch the lamp,4,7,0,,,,,,,,,,,,,,,,,True,0,lamp,
subject-16,27,20,restrictive,The baby will hug the kitten,1,8,2,1.6285,0.0334,326.2,subject,False,False,,,,,,,,,,,True,0,kitten,subject
subject-16,28,44,restrictive,The baker will knead the dough,1,8,3,0.7535,0.0404,301.3,elsewhere,False,False,,,,,,,,,,,True,0,dough,elsewhere
subject-16,29,7,non-restrictive,The doctor will check the child,4,11,1,0.8589,0.0536,351.9,pos1,False,True,,,,,,,,,,,True,0,child,tv-monitor
subject-16,30,5,non-restrictive,The hiker will photograph the mountain,2,11,1,0.3556,0.054,324.8,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,mountain,moon
subject-16,31,6,restrictive,The housewife will fry the mushrooms,3,6,1,0.9767,0.0469,385.0,pos4,False,True,,,,,,,,,,,True,0,mushrooms,knife
subject-16,32,36,restrictive,The kid will build the lego,1,8,2,0.9036,0.0407,307.1,elsewhere,False,False,,,,,,,,,,,True,0,lego,elsewhere
subject-16,33,49,non-restrictive,The man will pick up the stamp,2,9,1,1.1383,0.0469,371.5,pos2,True,True,,,,,,,,,,,True,0,stamp,stamp
subject-16,34,11,non-restrictive,The baby will kick the bell,4,10,1,0.6446,0.04,409.2,pos2,False,True,,,,,,,,,,,True,0,bell,duck
subject-16,35,37,non-restrictive,The boy will move the banana,2,8,2,0.5887,0.0535,439.8,pos2,True,True,,,,,,,,,,,True,0,banana,banana
subject-16,36,47,non-restrictive,The girl will move the carpet,4,12,1,0.9163,0.053,439.7,pos3,False,True,,,,,,,,,,,True,0,carpet,footstool
subject-16,37,33,non-restrictive,The boy will open the suitcase,2,5,1,0.7591,0.0469,292.4,pos1,False,True,,,,,,,,,,,True,0,suitcase,gift
subject-16,38,46,restrictive,The musician will tune the violin,3,11,3,0.8064,0.0471,276.8,elsewhere,False,False,,,,,,,,,,,True,0,violin,elsewhere
subject-16,39,31,non-restrictive,The woman will examine the bottle,4,9,2,0.8365,0.0539,314.0,pos4,True,True,0.0,,0.0,,0.0,,1.0,,1.0,,False,0,bottle,bottle
subject-16,40,29,non-restrictive,The grandmother will eadturn the newspaper,2,11,1,0.8044,0.0464,475.9,pos3,False,True,,,,,,,,,,,True,0,newspaper,comb
subject-16,41,24,restrictive,The girl will groom the rabbit,1,10,1,0.9066,0.0468,455.3,pos3,False,True,,,,,,,,,,,True,0,rabbit,potato
subject-16,42,35,non-restrictive,The girl will squeeze the mascara,4,10,1,0.7993,0.0533,404.0,pos3,False,True,,,,,,,,,,,True,0,mascara,pot
subject-16,43,8,restrictive,The woman will play the piano,1,9,2,0.5389,0.0537,306.0,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,piano,television
subject-16,44,2,restrictive,The policeman will arrest the man,3,9,2,0.4818,0.0402,457.8,pos3,True,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,1,man,man
subject-16,45,43,non-restrictive,The man will wipe the safe,4,10,1,1.5186,0.0402,440.8,pos3,False,True,,,,,,,,,,,True,0,safe,handle
subject-16,46,21,non-restrictive,The woman will move the flower,2,9,3,1.0738,0.0536,438.2,pos2,True,True,,,,,,,,,,,True,0,flower,flower
subject-16,47,17,non-restrictive,The man will  move the wood,2,7,1,1.0278,0.047,442.3,pos2,True,True,,,,,,,,,,,True,0,wood,wood
subject-16,48,18,restrictive,The boy will kick the football,3,10,1,1.1904,0.0469,340.7,pos4,False,True,,,,,,,,,,,True,0,football,stick
subject-16,49,22,restrictive,The girl will zip the coat,3,7,1,0.7707,0.0334,409.8,elsewhere,False,False,,,,,,,,,,,True,0,coat,elsewhere
subject-17,0,36,non-restrictive,The kid will stack the lego,1,16,2,0.6263,0.0133,96.5,subject,False,False,,,,,,,,,,,True,1,lego,subject
subject-17,1,45,restrictive,The chef will grate the carrot,2,20,7,0.1704,0.0135,200.0,subject,False,False,,,,,,,,,,,True,0,carrot,subject
subject-17,2,42,non-restrictive,The woman will wash the shirt,3,20,5,0.0549,0.0534,281.3,subject,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,2,shirt,subject
subject-17,3,46,non-restrictive,The musician will move the violin,3,16,6,0.6883,0.0471,256.7,elsewhere,False,False,,,,,,,,,,,True,0,violin,elsewhere
subject-17,4,25,restrictive,The man will paint the canvas,2,19,6,0.2065,0.0539,263.3,subject,False,False,,,,,,,,,,,True,0,canvas,subject
subject-17,5,17,restrictive,The man will chop the wood,2,15,4,0.889,0.0469,204.3,pos3,False,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,wood,bucket
subject-17,6,35,restrictive,The girl will apply the mascara,4,19,7,0.072,0.0198,138.0,elsewhere,False,False,,,,,,,,,,,True,0,mascara,elsewhere
subject-17,7,6,non-restrictive,The housewife will  wash the mushrooms,3,11,4,0.4155,0.0535,271.6,pos4,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,1,mushrooms,knife
subject-17,8,47,restrictive,The girl will vacuum the carpet,4,14,1,0.9051,0.0536,362.6,pos3,False,True,,,,,,,,,,,True,0,carpet,footstool
subject-17,9,12,non-restrictive,The man will watch the boat,1,10,4,0.0049,0.0537,251.7,elsewhere,False,False,,,,,,,,,,,True,0,boat,elsewhere
subject-17,10,28,non-restrictive,The cat will push the milk,1,14,6,0.2412,0.0603,299.0,pos4,False,True,0.0,0.0,0.0,0.0,0.3179,0.5,0.6821,0.5,0.0,0.0,False,2,milk,sock
subject-17,11,23,restrictive,The girl will knit the scarf,4,3,1,1.1693,0.0537,281.8,pos4,True,True,,,,,,,,,,,True,0,scarf,scarf
subject-17,12,21,restrictive,The woman will water the flower,2,12,2,1.116,0.0471,357.4,subject,False,False,,,,,,,,,,,True,0,flower,subject
subject-17,13,22,non-restrictive,The girl will hang the coat,3,11,4,0.4572,0.0536,238.6,elsewhere,False,False,,,,,,,,,,,True,0,coat,elsewhere
subject-17,14,1,restrictive,The woman will drink the wine,2,14,6,0.0686,0.054,262.4,subject,False,False,,,,,,,,,,,True,0,wine,subject
subject-17,15,13,restrictive,The man will smoke the cigarettes,2,15,5,0.0312,0.0469,276.7,subject,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,cigarettes,subject
subject-17,16,2,non-restrictive,The policeman will search the man,3,13,2,0.1868,0.0537,284.3,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,0,man,elsewhere
subject-17,17,7,restrictive,The doctor will inject the child,4,15,7,0.1174,0.0133,133.2,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,1.0,,False,1,child,elsewhere
subject-17,18,39,restrictive,The boy will tie the shoelace,4,11,2,1.2746,0.0602,322.3,elsewhere,False,False,,,,,,,,,,,True,0,shoelace,elsewhere
subject-17,19,0,non-restrictive,The boy will move the cake,1,10,3,0.9041,0.0535,324.3,elsewhere,False,False,,,,,,,,,,,True,0,cake,elsewhere
subject-17,20,26,non-restrictive,The woman will blow grab the candle,3,15,6,0.2022,0.0335,267.6,subject,False,False,,,,,,,,,,,True,0,candle,subject
subject-17,21,43,restrictive,The man will lock the safe,4,12,4,0.9093,0.0403,310.8,pos4,True,True,,,,,,,,,,,True,0,safe,safe
subject-17,22,4,non-restrictive,The boy will throw the ball,1,10,4,0.6068,0.0335,235.8,elsewhere,False,False,,,,,,,,,,,True,0,ball,elsewhere
subject-17,23,8,non-restrictive,The woman will dust the piano,1,15,5,0.1227,0.047,227.3,pos3,False,True,0.0,0.0,0.0,0.0,0.343,0.0,0.657,1.0,0.0,0.0,False,1,piano,telephone
subject-17,24,5,restrictive,The hiker will climb the mountain,2,16,4,0.1744,0.0537,335.3,pos2,True,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,mountain,mountain
subject-17,25,32,non-restrictive,The woman will carry the beer,1,14,2,0.8609,0.0537,274.7,elsewhere,False,False,,,,,,,,,,,True,0,beer,elsewhere
subject-17,26,3,restrictive,The woman will bathe the baby,4,6,3,0.0406,0.0537,264.9,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,baby,elsewhere
subject-17,27,11,restrictive,The baby will ring the bell,4,14,6,0.1322,0.0538,249.1,elsewhere,False,False,,,,,,,,,,,True,2,bell,elsewhere
subject-17,28,48,non-restrictive,The child will carry the balloon,1,10,4,0.2104,0.02,174.1,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,1.0,,False,0,balloon,elsewhere
subject-17,29,9,restrictive,The woman will read the book,2,20,6,0.0538,0.0607,233.5,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,0,book,elsewhere
subject-17,30,41,restrictive,The boy will squeeze the orange,2,19,5,0.4795,0.0401,309.8,elsewhere,False,False,1.0,,0.0,,0.0,,0.0,,0.0,,False,2,orange,elsewhere
subject-17,31,34,non-restrictive,The boy will move the radio,3,11,4,0.0367,0.02,237.9,pos2,False,True,0.0,0.0,0.7071,0.0,0.2929,1.0,0.0,0.0,0.2929,1.0,False,1,radio,pillow
subject-17,32,31,restrictive,The woman will open the bottle,4,15,5,0.0505,0.0401,217.0,elsewhere,False,False,0.2894,,0.7106,,0.0,,0.0,,0.0,,False,1,bottle,elsewhere
subject-17,33,30,non-restrictive,The girl will grab the dice,3,8,3,0.8605,0.0134,141.5,subject,False,False,,,,,,,,,,,True,0,dice,subject
subject-17,34,44,non-restrictive,The baker will inspect the dough,1,14,6,0.2725,0.0469,326.1,subject,False,False,,,,,,,,,,,True,0,dough,subject
subject-17,35,37,restrictive,The boy will peel the banana,2,14,4,0.7369,0.0537,334.2,subject,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,banana,subject
subject-17,36,18,non-restrictive,The boy will touch the football,3,16,4,0.5283,0.0399,284.1,elsewhere,False,False,,,,,,,,,,,True,0,football,elsewhere
subject-17,37,15,restrictive,The businessman will wear the hat,4,13,4,0.1941,0.0535,270.2,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,hat,elsewhere
subject-17,38,27,restrictive,The boy will dim the lamp,4,12,5,0.066,0.0604,242.6,pos4,True,True,0.0,,0.0,,0.0,,1.0,,1.0,,False,1,lamp,lamp
subject-17,39,20,non-restrictive,The baby will grab the kitten,1,11,3,0.4617,0.0402,299.4,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,kitten,elsewhere
subject-17,40,40,non-restrictive,The girl will hold the blouse,1,15,5,0.7114,0.0533,293.8,elsewhere,False,False,,,,,,,,,,,True,0,blouse,elsewhere
subject-17,41,14,non-restrictive,The boy will feed the dog,3,15,7,0.2831,0.0336,242.8,pos2,False,True,0.0,0.0,0.8003,1.0,0.1997,0.0,0.0,0.0,0.1997,0.0,False,1,dog,hen
subject-17,42,33,restrictive,The boy will unzip the suitcase,2,9,1,1.2958,0.0602,300.6,elsewhere,False,False,,,,,,,,,,,True,0,suitcase,elsewhere
subject-17,43,10,non-restrictive,The man will wipe the washing machine,3,19,5,0.0568,0.0332,211.3,subject,False,False,0.0,,0.5724,,0.4276,,0.0,,0.4276,,False,2,washing-machine,subject
subject-17,44,49,restrictive,The man will lick the stamp,2,10,2,1.0768,0.0467,235.6,pos4,False,True,,,,,,,,,,,True,0,stamp,rubberband
subject-17,45,38,non-restrictive,The woman will carry the apron,3,16,5,0.3712,0.0405,358.2,pos2,False,True,0.0264,0.0,0.9736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2,apron,cloth
subject-17,46,19,restrictive,The chef will slice the bread,4,19,6,0.0308,0.0468,280.6,subject,False,False,0.0,,0.0,,0.0,,1.0,,1.0,,False,1,bread,subject
subject-17,47,29,restrictive,The grandmother will read the newspaper,2,13,1,0.0925,0.0535,242.5,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,newspaper,eraser
subject-17,48,24,non-restrictive,The girl will lift the rabbit,1,13,7,0.1876,0.054,257.1,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,rabbit,elsewhere
subject-17,49,16,non-restrictive,The woman will  carry the dress,1,12,6,0.1704,0.047,260.4,pos4,False,True,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,dress,ribbon
subject-18,0,14,restrictive,The boy will walk the dog,4,7,1,1.5411,0.0541,281.6,pos4,True,True,,,,,,,,,,,True,0,dog,dog
subject-18,1,18,restrictive,The boy will kick the football,4,5,1,1.1971,0.0603,217.4,pos4,True,True,,,,,,,,,,,True,0,football,football
subject-18,2,36,restrictive,The kid will build the lego,2,7,1,1.0844,0.0536,327.7,pos2,True,True,,,,,,,,,,,True,0,lego,lego
subject-18,3,11,non-restrictive,The baby will kick the bell,1,8,2,0.9187,0.0669,240.5,pos4,False,True,,,,,,,,,,,True,0,bell,bricks
subject-18,4,33,non-restrictive,The boy will open the suitcase,3,9,1,0.973,0.0674,266.5,pos1,False,True,,,,,,,,,,,True,0,suitcase,box
subject-18,5,30,restrictive,The girl will roll the dice,4,8,2,0.7304,0.0537,293.5,subject,False,False,,,,,,,,,,,True,0,dice,subject
subject-18,6,47,non-restrictive,The girl will move the carpet,1,9,3,0.7756,0.0331,305.6,elsewhere,False,False,,,,,,,,,,,True,0,carpet,elsewhere
subject-18,7,37,non-restrictive,The boy will move the banana,3,8,2,0.4211,0.0603,248.5,elsewhere,False,False,,,,,,,,,,,True,1,banana,elsewhere
subject-18,8,3,non-restrictive,The woman will touch the baby,1,8,3,1.2087,0.0536,297.5,subject,False,False,,,,,,,,,,,True,0,baby,subject
subject-18,9,6,restrictive,The housewife will fry the mushrooms,4,10,4,0.059,0.0402,278.4,subject,False,False,,,,,,,,,,,True,0,mushrooms,subject
subject-18,10,38,restrictive,The woman will tie the apron,4,7,2,0.9953,0.0334,210.7,subject,False,False,,,,,,,,,,,True,0,apron,subject
subject-18,11,43,non-restrictive,The man will wipe the safe,1,11,3,1.1566,0.0471,221.7,subject,False,False,,,,,,,,,,,True,0,safe,subject
subject-18,12,9,non-restrictive,The woman will open the book,3,7,1,1.0399,0.0598,302.6,pos2,False,True,,,,,,,,,,,True,0,book,bag
subject-18,14,2,restrictive,The policeman will arrest the man,4,10,3,0.3878,0.0466,272.7,elsewhere,False,False,,,,,,,,,,,True,0,man,elsewhere
subject-18,15,13,non-restrictive,The man will  collect the cigarettes,3,10,4,1.5721,0.0403,293.8,elsewhere,False,False,,,,,,,,,,,True,0,cigarettes,elsewhere
subject-18,16,7,non-restrictive,The doctor will check the child,1,7,2,0.7784,0.0538,274.7,elsewhere,False,False,,,,,,,,,,,True,0,child,elsewhere
subject-18,17,16,restrictive,The woman will wear the dress,2,8,2,0.5513,0.0134,97.5,subject,False,False,,,,,,,,,,,True,0,dress,subject
subject-18,18,48,restrictive,The child will inflate the balloon,2,5,1,1.0998,0.074,295.0,pos2,True,True,,,,,,,,,,,True,0,balloon,balloon
subject-18,19,23,non-restrictive,The girl will hold the scarf,1,7,1,1.0535,0.0604,281.4,pos4,False,True,,,,,,,,,,,True,0,scarf,card
subject-18,20,24,restrictive,The girl will groom the rabbit,2,6,1,0.8863,0.0602,275.9,pos1,False,True,,,,,,,,,,,True,0,rabbit,glass
subject-18,21,35,non-restrictive,The girl will squeeze the mascara,1,6,1,1.67,0.047,274.4,elsewhere,False,False,,,,,,,,,,,True,0,mascara,elsewhere
subject-18,22,40,restrictive,The girl will button the blouse,2,8,2,0.8649,0.0202,164.3,subject,False,False,,,,,,,,,,,True,0,blouse,subject
subject-18,23,29,non-restrictive,The grandmother will eadturn the newspaper,3,6,1,0.2213,0.061,342.4,pos2,False,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,newspaper,tissue
subject-18,24,42,restrictive,The woman will sew the shirt,4,10,3,0.8387,0.0269,254.7,subject,False,False,,,,,,,,,,,True,0,shirt,subject
subject-18,25,0,restrictive,The boy will eat the cake,2,12,3,0.8889,0.0471,301.8,elsewhere,False,False,,,,,,,,,,,True,0,cake,elsewhere
subject-18,26,22,restrictive,The girl will zip the coat,4,7,3,0.8974,0.0474,258.4,subject,False,False,,,,,,,,,,,True,0,coat,subject
subject-18,27,4,restrictive,The boy will bounce the ball,2,8,1,0.978,0.0536,269.5,pos4,False,True,,,,,,,,,,,True,0,ball,acorns
subject-18,28,39,non-restrictive,The boy will move the shoelace,1,8,2,0.844,0.0267,164.6,subject,False,False,,,,,,,,,,,True,0,shoelace,subject
subject-18,29,19,non-restrictive,The chef will clean the bread,1,7,1,1.198,0.0536,284.7,pos1,True,True,,,,,,,,,,,True,0,bread,bread
subject-18,30,12,restrictive,The man will sail the boat,2,6,1,1.0076,0.0471,279.5,elsewhere,False,False,,,,,,,,,,,True,0,boat,elsewhere
subject-18,31,32,restrictive,The woman will brew the beer,2,10,4,0.9868,0.0133,156.3,subject,False,False,,,,,,,,,,,True,0,beer,subject
subject-18,32,28,restrictive,The cat will drink the milk,2,10,1,0.9812,0.053,284.8,pos1,False,True,,,,,,,,,,,True,0,milk,sock
subject-18,33,45,non-restrictive,The chef will carry the carrot,3,9,2,1.1838,0.0201,148.8,subject,False,False,,,,,,,,,,,True,0,carrot,subject
subject-18,34,15,non-restrictive,The businessman will  forget the hat,1,6,1,0.5744,0.0605,293.0,pos1,True,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,hat,hat
subject-18,35,41,non-restrictive,The boy will move the orange,3,8,1,1.6544,0.0533,228.6,pos4,False,True,,,,,,,,,,,True,0,orange,stone
subject-18,36,31,non-restrictive,The woman will examine the bottle,1,8,4,0.234,0.0134,142.1,subject,False,False,,,,,,,,,,,True,0,bottle,subject
subject-18,37,25,non-restrictive,The man will move the canvas,3,10,1,0.9947,0.0471,346.4,pos1,False,True,,,,,,,,,,,True,0,canvas,peach
subject-18,38,49,non-restrictive,The man will pick up the stamp,3,8,0,,,,,,,,,,,,,,,,,True,0,stamp,
subject-18,39,1,non-restrictive,The woman will try the wine,3,9,2,1.0333,0.0406,325.9,elsewhere,False,False,,,,,,,,,,,True,0,wine,elsewhere
subject-18,40,46,restrictive,The musician will tune the violin,4,6,1,1.1145,0.0538,262.6,elsewhere,False,False,,,,,,,,,,,True,0,violin,elsewhere
subject-18,41,21,non-restrictive,The woman will move the flower,3,7,2,0.5981,0.0138,134.9,subject,False,False,,,,,,,,,,,True,0,flower,subject
subject-18,42,10,restrictive,The man will repair the washing machine,4,6,1,0.9926,0.0669,263.7,pos1,False,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,washing-machine,mirror
subject-18,43,8,restrictive,The woman will play the piano,2,7,2,0.6196,0.02,182.6,subject,False,False,,,,,,,,,,,True,0,piano,subject
subject-18,44,26,restrictive,The woman will blow out the candle,4,9,1,1.086,0.0673,239.3,pos2,False,True,,,,,,,,,,,True,0,candle,coin
subject-18,45,27,non-restrictive,The boy will touch the lamp,1,6,2,0.2367,0.0398,260.5,subject,False,False,,,,,,,,,,,True,0,lamp,subject
subject-18,46,5,non-restrictive,The hiker will photograph the mountain,3,9,2,0.9452,0.0267,194.2,subject,False,False,,,,,,,,,,,True,1,mountain,subject
subject-18,47,17,non-restrictive,The man will  move the wood,3,9,2,0.0232,0.0134,165.9,subject,False,False,,,,,,,,,,,True,0,wood,subject
subject-18,48,44,restrictive,The baker will knead the dough,2,9,3,0.8742,0.0469,244.7,elsewhere,False,False,,,,,,,,,,,True,0,dough,elsewhere
subject-18,49,20,restrictive,The baby will hug the kitten,2,6,2,0.5835,0.0266,170.5,subject,False,False,,,,,,,,,,,True,0,kitten,subject
