subject_id,trial,sentence_id,condition,sentence,target_position,n_saccades_detected,n_saccades_after_verb_onset,first_saccade_latency_s,first_saccade_duration_s,first_saccade_peak_vel_deg_s,first_saccade_landing_aoi,first_saccade_is_target,first_saccade_is_object,saccade_prop_pos1,saccade_prop_pos2,saccade_prop_pos3,saccade_prop_pos4,saccade_prop_target,n_saccades_landed_critical_window,target_object,first_saccade_chosen_object
subject-16,23,19,non-restrictive,The chef will clean the bread,4,11,0,,,,,,,,,,,,0,bread,
subject-16,24,0,restrictive,The boy will eat the cake,1,7,0,,,,,,,,,,,,0,cake,
subject-16,25,40,restrictive,The girl will button the blouse,1,7,0,,,,,,,,,,,,0,blouse,
subject-16,26,9,non-restrictive,The woman will open the book,2,7,0,,,,,,,,,,,,0,book,
subject-16,27,15,non-restrictive,The businessman will  forget the hat,4,8,0,,,,,,,,,,,,0,hat,
subject-16,28,32,restrictive,The woman will brew the beer,1,8,0,,,,,,,,,,,,0,beer,
subject-16,29,48,restrictive,The child will inflate the balloon,1,11,0,,,,,,,,,,,,0,balloon,
subject-16,30,28,restrictive,The cat will drink the milk,1,11,1,0.5656,0.054,324.8,pos1,True,True,,,,,,0,milk,milk
subject-16,31,23,non-restrictive,The girl will hold the scarf,4,6,0,,,,,,,,,,,,0,scarf,
subject-16,32,16,restrictive,The woman will wear the dress,1,8,0,,,,,,,,,,,,0,dress,
subject-16,33,13,non-restrictive,The man will  collect the cigarettes,2,9,0,,,,,,,,,,,,0,cigarettes,
subject-16,34,1,non-restrictive,The woman will try the wine,2,10,0,,,,,,,,,,,,0,wine,
subject-16,35,45,non-restrictive,The chef will carry the carrot,2,8,1,0.5677,0.0535,439.8,pos2,True,True,0.0,1.0,0.0,0.0,1.0,1,carrot,carrot
subject-16,37,12,restrictive,The man will sail the boat,1,5,0,,,,,,,,,,,,0,boat,
subject-16,38,25,non-restrictive,The man will move the canvas,2,11,0,,,,,,,,,,,,0,canvas,
subject-16,39,3,non-restrictive,The woman will touch the baby,4,9,0,,,,,,,,,,,,0,baby,
subject-16,40,38,restrictive,The woman will tie the apron,3,11,0,,,,,,,,,,,,0,apron,
subject-16,41,26,restrictive,The woman will blow out the candle,3,10,0,,,,,,,,,,,,0,candle,
subject-16,42,30,restrictive,The girl will roll the dice,3,10,0,,,,,,,,,,,,0,dice,
subject-16,43,4,restrictive,The boy will bounce the ball,1,9,1,0.6229,0.0537,306.0,pos4,False,True,,,,,,0,ball,shuttle-cock
subject-16,44,42,restrictive,The woman will sew the shirt,3,9,0,,,,,,,,,,,,0,shirt,
subject-16,45,10,restrictive,The man will repair the washing machine,3,10,0,,,,,,,,,,,,0,washing-machine,
subject-16,46,39,non-restrictive,The boy will move the shoelace,4,9,0,,,,,,,,,,,,0,shoelace,
subject-16,47,41,non-restrictive,The boy will move the orange,2,7,0,,,,,,,,,,,,0,orange,
subject-16,48,47,non-restrictive,The girl will move the carpet,4,10,0,,,,,,,,,,,,0,carpet,
subject-16,49,22,restrictive,The girl will zip the coat,3,7,0,,,,,,,,,,,,0,coat,
subject-17,0,36,non-restrictive,The kid will stack the lego,1,16,1,0.6263,0.0133,96.5,subject,False,False,,,,,,1,lego,subject
subject-17,1,3,restrictive,The woman will bathe the baby,4,20,3,0.1074,0.0135,200.0,subject,False,False,0.0,0.0,0.0,1.0,1.0,3,baby,subject
subject-17,2,11,restrictive,The baby will ring the bell,4,20,1,0.3068,0.013,150.1,subject,False,False,,,,,,2,bell,subject
subject-17,3,48,non-restrictive,The child will carry the balloon,1,16,0,,,,,,,,,,,,0,balloon,
subject-17,4,9,restrictive,The woman will read the book,2,19,1,0.0805,0.0539,263.3,subject,False,False,,,,,,1,book,subject
subject-17,5,41,restrictive,The boy will squeeze the orange,2,15,0,,,,,,,,,,,,0,orange,
subject-17,6,34,non-restrictive,The boy will move the radio,3,19,2,0.0301,0.0198,138.0,elsewhere,False,False,,,,,,2,radio,elsewhere
subject-17,7,31,restrictive,The woman will open the bottle,4,11,0,,,,,,,,,,,,0,bottle,
subject-17,8,30,non-restrictive,The girl will grab the dice,3,14,0,,,,,,,,,,,,0,dice,
subject-17,9,44,non-restrictive,The baker will inspect the dough,1,10,1,0.0108,0.0405,300.5,subject,False,False,,,,,,1,dough,subject
subject-17,10,37,restrictive,The boy will peel the banana,2,14,2,0.2412,0.0603,299.0,pos4,False,True,0.0,0.0,0.5,0.5,0.0,2,banana,marker
subject-17,11,15,restrictive,The businessman will wear the hat,4,3,0,,,,,,,,,,,,0,hat,
subject-17,12,24,non-restrictive,The girl will lift the rabbit,1,12,0,,,,,,,,,,,,0,rabbit,
subject-17,13,27,restrictive,The boy will dim the lamp,4,11,1,0.0058,0.0404,252.3,subject,False,False,,,,,,1,lamp,subject
subject-17,14,20,non-restrictive,The baby will grab the kitten,1,14,1,0.0056,0.054,262.4,subject,False,False,,,,,,1,kitten,subject
subject-17,15,40,non-restrictive,The girl will hold the blouse,1,15,1,0.2896,0.0403,251.7,elsewhere,False,False,,,,,,2,blouse,elsewhere
subject-17,16,14,non-restrictive,The boy will feed the dog,3,13,0,,,,,,,,,,,,0,dog,
subject-17,17,33,restrictive,The boy will unzip the suitcase,2,15,3,0.2644,0.0133,133.2,elsewhere,False,False,0.0,0.0,0.0,1.0,0.0,3,suitcase,elsewhere
subject-17,18,10,non-restrictive,The man will wipe the washing machine,3,11,1,1.1486,0.0602,322.3,elsewhere,False,False,,,,,,0,washing-machine,elsewhere
subject-17,19,49,restrictive,The man will lick the stamp,2,10,0,,,,,,,,,,,,0,stamp,
subject-17,20,38,non-restrictive,The woman will carry the apron,3,15,2,0.0097,0.0268,260.9,subject,False,False,,,,,,2,apron,subject
subject-17,21,19,restrictive,The chef will slice the bread,4,12,0,,,,,,,,,,,,0,bread,
subject-17,22,29,restrictive,The grandmother will read the newspaper,2,10,3,0.0188,0.0335,235.8,elsewhere,False,False,0.0,0.0,0.0,1.0,0.0,3,newspaper,elsewhere
subject-17,23,32,non-restrictive,The woman will carry the beer,1,15,2,0.1647,0.047,227.3,pos3,False,True,0.0,0.0,0.5,0.5,0.0,2,beer,biscuit
subject-17,24,5,restrictive,The hiker will climb the mountain,2,16,1,0.1744,0.0537,335.3,pos2,True,True,0.0,1.0,0.0,0.0,1.0,1,mountain,mountain
subject-17,25,8,non-restrictive,The woman will dust the piano,1,14,0,,,,,,,,,,,,0,piano,
subject-17,26,4,non-restrictive,The boy will throw the ball,1,6,1,0.1246,0.0537,264.9,elsewhere,False,False,,,,,,1,ball,elsewhere
subject-17,27,45,restrictive,The chef will grate the carrot,2,14,2,0.2372,0.0538,249.1,elsewhere,False,False,,,,,,2,carrot,elsewhere
subject-17,28,42,non-restrictive,The woman will wash the shirt,3,10,1,0.3364,0.02,174.1,elsewhere,False,False,,,,,,1,shirt,elsewhere
subject-17,29,46,non-restrictive,The musician will move the violin,3,20,0,,,,,,,,,,,,0,violin,
subject-17,30,25,restrictive,The man will paint the canvas,2,19,2,0.0124,0.0332,208.9,subject,False,False,,,,,,2,canvas,subject
subject-17,31,17,restrictive,The man will chop the wood,2,11,2,0.0787,0.02,237.9,pos2,True,True,0.0,0.5,0.5,0.0,0.5,2,wood,wood
subject-17,32,35,restrictive,The girl will apply the mascara,4,15,4,0.092,0.0267,183.3,subject,False,False,1.0,0.0,0.0,0.0,0.0,4,mascara,subject
subject-17,33,6,non-restrictive,The housewife will  wash the mushrooms,3,8,1,0.4825,0.0134,141.5,subject,False,False,,,,,,1,mushrooms,subject
subject-17,34,47,restrictive,The girl will vacuum the carpet,4,14,1,0.3355,0.0469,326.1,subject,False,False,,,,,,1,carpet,subject
subject-17,35,12,non-restrictive,The man will watch the boat,1,14,0,,,,,,,,,,,,0,boat,
subject-17,36,28,non-restrictive,The cat will push the milk,1,16,1,0.5493,0.0399,284.1,elsewhere,False,False,,,,,,0,milk,elsewhere
subject-17,37,23,restrictive,The girl will knit the scarf,4,13,0,,,,,,,,,,,,0,scarf,
subject-17,38,21,restrictive,The woman will water the flower,2,12,3,0.125,0.0535,322.8,subject,False,False,0.0,0.0,1.0,0.0,0.0,3,flower,subject
subject-17,39,22,non-restrictive,The girl will hang the coat,3,11,0,,,,,,,,,,,,0,coat,
subject-17,40,1,restrictive,The woman will drink the wine,2,15,0,,,,,,,,,,,,0,wine,
subject-17,41,13,restrictive,The man will smoke the cigarettes,2,15,2,0.1781,0.0336,242.8,pos2,True,True,0.0,1.0,0.0,0.0,1.0,2,cigarettes,cigarettes
subject-17,42,2,non-restrictive,The policeman will search the man,3,9,0,,,,,,,,,,,,0,man,
subject-17,43,7,restrictive,The doctor will inject the child,4,19,0,,,,,,,,,,,,0,child,
subject-17,44,39,restrictive,The boy will tie the shoelace,4,10,0,,,,,,,,,,,,0,shoelace,
subject-17,45,0,non-restrictive,The boy will move the cake,1,16,1,0.4342,0.0405,358.2,pos2,False,True,0.0,1.0,0.0,0.0,0.0,1,cake,toy-car
subject-17,46,26,non-restrictive,The woman will blow grab the candle,3,19,3,0.162,0.0268,227.9,elsewhere,False,False,,,,,,3,candle,elsewhere
subject-17,47,43,restrictive,The man will lock the safe,4,13,3,0.0583,0.0402,244.4,pos2,False,True,0.0,1.0,0.0,0.0,0.0,3,safe,bolt
subject-17,48,18,non-restrictive,The boy will touch the football,3,13,1,0.3136,0.054,257.1,elsewhere,False,False,,,,,,1,football,elsewhere
subject-17,49,16,non-restrictive,The woman will  carry the dress,1,12,3,0.1704,0.047,260.4,pos4,False,True,0.0,0.0,0.0,1.0,0.0,2,dress,ribbon
subject-18,0,14,restrictive,The boy will walk the dog,4,7,0,,,,,,,,,,,,0,dog,
subject-18,1,22,restrictive,The girl will zip the coat,4,5,0,,,,,,,,,,,,0,coat,
subject-18,2,4,restrictive,The boy will bounce the ball,2,7,0,,,,,,,,,,,,0,ball,
subject-18,3,39,non-restrictive,The boy will move the shoelace,1,8,0,,,,,,,,,,,,0,shoelace,
subject-18,4,19,non-restrictive,The chef will clean the bread,1,9,0,,,,,,,,,,,,0,bread,
subject-18,5,12,restrictive,The man will sail the boat,2,8,0,,,,,,,,,,,,0,boat,
subject-18,6,32,restrictive,The woman will brew the beer,2,9,0,,,,,,,,,,,,0,beer,
subject-18,7,28,restrictive,The cat will drink the milk,2,8,1,0.3581,0.0603,248.5,elsewhere,False,False,,,,,,1,milk,elsewhere
subject-18,8,45,non-restrictive,The chef will carry the carrot,3,8,0,,,,,,,,,,,,0,carrot,
subject-18,9,15,non-restrictive,The businessman will  forget the hat,1,10,1,0.1129,0.0269,331.4,subject,False,False,,,,,,1,hat,subject
subject-18,10,41,non-restrictive,The boy will move the orange,3,7,0,,,,,,,,,,,,0,orange,
subject-18,11,25,non-restrictive,The man will move the canvas,3,11,0,,,,,,,,,,,,0,canvas,
subject-18,12,44,restrictive,The baker will knead the dough,2,7,0,,,,,,,,,,,,0,dough,
subject-18,13,49,non-restrictive,The man will pick up the stamp,3,10,1,0.6422,0.0266,131.2,pos3,True,True,0.0,0.0,1.0,0.0,1.0,1,stamp,stamp
subject-18,14,1,non-restrictive,The woman will try the wine,3,10,0,,,,,,,,,,,,0,wine,
subject-18,15,46,restrictive,The musician will tune the violin,4,10,0,,,,,,,,,,,,0,violin,
subject-18,16,21,non-restrictive,The woman will move the flower,3,7,0,,,,,,,,,,,,0,flower,
subject-18,17,10,restrictive,The man will repair the washing machine,4,8,2,0.5303,0.0134,97.5,subject,False,False,,,,,,1,washing-machine,subject
subject-18,18,8,restrictive,The woman will play the piano,2,5,0,,,,,,,,,,,,0,piano,
subject-18,19,26,restrictive,The woman will blow out the candle,4,7,0,,,,,,,,,,,,0,candle,
subject-18,20,27,non-restrictive,The boy will touch the lamp,1,6,0,,,,,,,,,,,,0,lamp,
subject-18,21,5,non-restrictive,The hiker will photograph the mountain,3,6,0,,,,,,,,,,,,0,mountain,
subject-18,22,17,non-restrictive,The man will  move the wood,3,8,0,,,,,,,,,,,,0,wood,
subject-18,23,0,restrictive,The boy will eat the cake,2,6,0,,,,,,,,,,,,0,cake,
subject-18,24,42,restrictive,The woman will sew the shirt,4,10,0,,,,,,,,,,,,0,shirt,
subject-18,25,29,non-restrictive,The grandmother will eadturn the newspaper,3,12,1,0.3219,0.0471,301.8,elsewhere,False,False,,,,,,1,newspaper,elsewhere
subject-18,26,40,restrictive,The girl will button the blouse,2,7,0,,,,,,,,,,,,0,blouse,
subject-18,27,18,restrictive,The boy will kick the football,4,8,0,,,,,,,,,,,,0,football,
subject-18,28,36,restrictive,The kid will build the lego,2,8,0,,,,,,,,,,,,0,lego,
subject-18,29,11,non-restrictive,The baby will kick the bell,1,7,0,,,,,,,,,,,,0,bell,
subject-18,30,33,non-restrictive,The boy will open the suitcase,3,6,0,,,,,,,,,,,,0,suitcase,
subject-18,31,30,restrictive,The girl will roll the dice,4,10,0,,,,,,,,,,,,0,dice,
subject-18,32,47,non-restrictive,The girl will move the carpet,1,10,0,,,,,,,,,,,,0,carpet,
subject-18,33,37,non-restrictive,The boy will move the banana,3,9,0,,,,,,,,,,,,0,banana,
subject-18,34,3,non-restrictive,The woman will touch the baby,1,6,0,,,,,,,,,,,,0,baby,
subject-18,35,6,restrictive,The housewife will fry the mushrooms,4,8,0,,,,,,,,,,,,0,mushrooms,
subject-18,36,38,restrictive,The woman will tie the apron,4,8,1,0.339,0.0134,142.1,subject,False,False,,,,,,1,apron,subject
subject-18,37,43,non-restrictive,The man will wipe the safe,1,10,0,,,,,,,,,,,,0,safe,
subject-18,38,9,non-restrictive,The woman will open the book,3,8,0,,,,,,,,,,,,0,book,
subject-18,40,2,restrictive,The policeman will arrest the man,4,6,0,,,,,,,,,,,,0,man,
subject-18,41,13,non-restrictive,The man will  collect the cigarettes,3,7,1,0.6611,0.0138,134.9,subject,False,False,,,,,,1,cigarettes,subject
subject-18,42,7,non-restrictive,The doctor will check the child,1,6,0,,,,,,,,,,,,0,child,
subject-18,43,16,restrictive,The woman will wear the dress,2,7,0,,,,,,,,,,,,0,dress,
subject-18,44,48,restrictive,The child will inflate the balloon,2,9,0,,,,,,,,,,,,0,balloon,
subject-18,45,23,non-restrictive,The girl will hold the scarf,1,6,1,0.0897,0.0398,260.5,subject,False,False,,,,,,1,scarf,subject
subject-18,46,24,restrictive,The girl will groom the rabbit,2,9,0,,,,,,,,,,,,0,rabbit,
subject-18,47,35,non-restrictive,The girl will squeeze the mascara,1,9,1,0.0022,0.0134,165.9,subject,False,False,,,,,,1,mascara,subject
subject-18,48,31,non-restrictive,The woman will examine the bottle,1,9,0,,,,,,,,,,,,0,bottle,
subject-18,49,20,restrictive,The baby will hug the kitten,2,6,0,,,,,,,,,,,,0,kitten,
subject-19,0,48,non-restrictive,The child will carry the balloon,2,6,0,,,,,,,,,,,,0,balloon,
subject-19,1,31,restrictive,The woman will open the bottle,1,7,0,,,,,,,,,,,,0,bottle,
subject-19,2,23,restrictive,The girl will knit the scarf,1,5,0,,,,,,,,,,,,0,scarf,
subject-19,3,40,non-restrictive,The girl will hold the blouse,2,10,0,,,,,,,,,,,,0,blouse,
subject-19,4,36,non-restrictive,The kid will stack the lego,2,8,2,0.0302,0.0332,353.6,subject,False,False,,,,,,2,lego,subject
subject-19,5,35,restrictive,The girl will apply the mascara,1,10,1,0.6681,0.0133,365.7,subject,False,False,,,,,,1,mascara,subject
subject-19,6,33,restrictive,The boy will unzip the suitcase,3,8,1,0.6058,0.0335,267.2,elsewhere,False,False,,,,,,1,suitcase,elsewhere
subject-19,7,37,restrictive,The boy will peel the banana,3,5,0,,,,,,,,,,,,0,banana,
subject-19,8,44,non-restrictive,The baker will inspect the dough,2,4,1,0.3527,0.0805,264.7,pos2,True,True,0.0,1.0,0.0,0.0,1.0,1,dough,dough
subject-19,9,5,restrictive,The hiker will climb the mountain,3,11,1,0.3416,0.054,500.0,pos3,True,True,0.0,0.0,1.0,0.0,1.0,1,mountain,mountain
subject-19,10,27,restrictive,The boy will dim the lamp,1,5,0,,,,,,,,,,,,0,lamp,
subject-19,11,29,restrictive,The grandmother will read the newspaper,3,5,0,,,,,,,,,,,,0,newspaper,
subject-19,12,17,restrictive,The man will chop the wood,3,5,0,,,,,,,,,,,,0,wood,
subject-19,13,6,non-restrictive,The housewife will  wash the mushrooms,4,6,0,,,,,,,,,,,,0,mushrooms,
subject-19,14,11,restrictive,The baby will ring the bell,1,4,0,,,,,,,,,,,,0,bell,
subject-19,15,20,non-restrictive,The baby will grab the kitten,2,9,0,,,,,,,,,,,,0,kitten,
subject-19,16,42,non-restrictive,The woman will wash the shirt,4,6,1,0.2023,0.0737,373.9,subject,False,False,,,,,,1,shirt,subject
subject-19,17,46,non-restrictive,The musician will move the violin,4,6,1,0.3401,0.0535,401.9,pos1,False,True,1.0,0.0,0.0,0.0,0.0,1,violin,bow
subject-19,18,16,non-restrictive,The woman will  carry the dress,2,6,0,,,,,,,,,,,,0,dress,
subject-19,19,19,restrictive,The chef will slice the bread,1,5,0,,,,,,,,,,,,0,bread,
subject-19,20,18,non-restrictive,The boy will touch the football,4,5,0,,,,,,,,,,,,0,football,
subject-19,21,41,restrictive,The boy will squeeze the orange,3,4,1,0.6403,0.0336,271.5,subject,False,False,,,,,,1,orange,subject
subject-19,22,39,restrictive,The boy will tie the shoelace,1,9,0,,,,,,,,,,,,0,shoelace,
subject-19,23,4,non-restrictive,The boy will throw the ball,2,5,0,,,,,,,,,,,,0,ball,
subject-19,24,22,non-restrictive,The girl will hang the coat,4,3,0,,,,,,,,,,,,0,coat,
subject-19,25,15,restrictive,The businessman will wear the hat,1,8,0,,,,,,,,,,,,0,hat,
subject-19,26,13,restrictive,The man will smoke the cigarettes,3,6,1,0.4994,0.0673,529.2,pos3,True,True,0.0,0.0,1.0,0.0,1.0,1,cigarettes,cigarettes
subject-19,27,12,non-restrictive,The man will watch the boat,2,9,1,0.4674,0.0535,418.6,subject,False,False,,,,,,1,boat,subject
subject-19,28,45,restrictive,The chef will grate the carrot,3,8,1,0.0431,0.0534,454.2,subject,False,False,,,,,,1,carrot,subject
subject-19,29,26,non-restrictive,The woman will blow grab the candle,4,7,1,0.4433,0.0536,406.9,subject,False,False,,,,,,1,candle,subject
subject-19,30,25,restrictive,The man will paint the canvas,3,5,0,,,,,,,,,,,,0,canvas,
subject-19,31,38,non-restrictive,The woman will carry the apron,4,8,2,0.03,0.0535,345.1,pos4,True,True,0.0,0.0,0.5,0.5,0.5,2,apron,apron
subject-19,32,3,restrictive,The woman will bathe the baby,1,4,0,,,,,,,,,,,,0,baby,
subject-19,33,2,non-restrictive,The policeman will search the man,4,6,0,,,,,,,,,,,,0,man,
subject-19,34,34,non-restrictive,The boy will move the radio,4,8,0,,,,,,,,,,,,0,radio,
subject-19,35,47,restrictive,The girl will vacuum the carpet,1,7,1,0.081,0.0336,362.1,subject,False,False,,,,,,1,carpet,subject
subject-19,36,10,non-restrictive,The man will wipe the washing machine,4,5,0,,,,,,,,,,,,1,washing-machine,
subject-19,37,1,restrictive,The woman will drink the wine,3,8,1,0.2437,0.0535,446.5,subject,False,False,,,,,,1,wine,subject
subject-19,38,21,restrictive,The woman will water the flower,3,6,0,,,,,,,,,,,,0,flower,
subject-19,39,30,non-restrictive,The girl will grab the dice,4,5,1,0.2239,0.0471,480.7,subject,False,False,,,,,,1,dice,subject
subject-19,40,28,non-restrictive,The cat will push the milk,2,4,0,,,,,,,,,,,,0,milk,
subject-19,41,32,non-restrictive,The woman will carry the beer,2,7,1,0.0707,0.0137,368.7,elsewhere,False,False,,,,,,1,beer,elsewhere
subject-19,42,24,non-restrictive,The girl will lift the rabbit,2,4,0,,,,,,,,,,,,0,rabbit,
subject-19,43,9,restrictive,The woman will read the book,3,4,0,,,,,,,,,,,,0,book,
subject-19,44,8,non-restrictive,The woman will dust the piano,2,5,0,,,,,,,,,,,,0,piano,
subject-19,45,49,restrictive,The man will lick the stamp,3,6,0,,,,,,,,,,,,0,stamp,
subject-19,46,14,non-restrictive,The boy will feed the dog,4,6,1,0.0151,0.0532,356.6,subject,False,False,,,,,,1,dog,subject
subject-19,47,0,non-restrictive,The boy will move the cake,2,6,1,0.0262,0.0535,364.4,subject,False,False,,,,,,1,cake,subject
subject-19,48,7,restrictive,The doctor will inject the child,1,4,0,,,,,,,,,,,,0,child,
subject-19,49,43,restrictive,The man will lock the safe,1,6,0,,,,,,,,,,,,1,safe,
subject-20,0,3,non-restrictive,The woman will touch the baby,2,8,0,,,,,,,,,,,,0,baby,
subject-20,1,10,restrictive,The man will repair the washing machine,1,4,1,1.1331,0.02,344.5,elsewhere,False,False,,,,,,1,washing-machine,elsewhere
subject-20,2,28,restrictive,The cat will drink the milk,3,11,0,,,,,,,,,,,,0,milk,
subject-20,3,6,restrictive,The housewife will fry the mushrooms,1,6,0,,,,,,,,,,,,0,mushrooms,
subject-20,4,21,non-restrictive,The woman will move the flower,4,7,0,,,,,,,,,,,,0,flower,
subject-20,5,12,restrictive,The man will sail the boat,3,8,0,,,,,,,,,,,,0,boat,
subject-20,6,5,non-restrictive,The hiker will photograph the mountain,4,9,1,0.7911,0.0334,357.1,elsewhere,False,False,,,,,,1,mountain,elsewhere
subject-20,7,11,non-restrictive,The baby will kick the bell,2,7,0,,,,,,,,,,,,0,bell,
subject-20,8,42,restrictive,The woman will sew the shirt,1,6,0,,,,,,,,,,,,0,shirt,
subject-20,9,23,non-restrictive,The girl will hold the scarf,2,6,0,,,,,,,,,,,,0,scarf,
subject-20,10,49,non-restrictive,The man will pick up the stamp,4,6,0,,,,,,,,,,,,0,stamp,
subject-20,11,0,restrictive,The boy will eat the cake,3,5,0,,,,,,,,,,,,0,cake,
subject-20,12,4,restrictive,The boy will bounce the ball,3,7,0,,,,,,,,,,,,0,ball,
subject-20,13,36,restrictive,The kid will build the lego,3,5,0,,,,,,,,,,,,0,lego,
subject-20,14,22,restrictive,The girl will zip the coat,1,9,0,,,,,,,,,,,,0,coat,
subject-20,15,41,non-restrictive,The boy will move the orange,4,3,1,0.0475,0.0132,97.4,subject,False,False,,,,,,1,orange,subject
subject-20,16,46,restrictive,The musician will tune the violin,1,4,0,,,,,,,,,,,,0,violin,
subject-20,17,26,restrictive,The woman will blow out the candle,1,8,0,,,,,,,,,,,,0,candle,
subject-20,18,40,restrictive,The girl will button the blouse,3,6,0,,,,,,,,,,,,0,blouse,
subject-20,19,9,non-restrictive,The woman will open the book,4,6,0,,,,,,,,,,,,0,book,
subject-20,21,18,restrictive,The boy will kick the football,1,5,0,,,,,,,,,,,,0,football,
subject-20,22,43,non-restrictive,The man will wipe the safe,2,7,0,,,,,,,,,,,,0,safe,
subject-20,23,31,non-restrictive,The woman will examine the bottle,2,7,0,,,,,,,,,,,,0,bottle,
subject-20,24,25,non-restrictive,The man will move the canvas,4,9,0,,,,,,,,,,,,0,canvas,
subject-20,25,1,non-restrictive,The woman will try the wine,4,5,0,,,,,,,,,,,,0,wine,
subject-20,26,48,restrictive,The child will inflate the balloon,3,9,0,,,,,,,,,,,,0,balloon,
subject-20,27,47,non-restrictive,The girl will move the carpet,2,2,0,,,,,,,,,,,,0,carpet,
subject-20,28,29,non-restrictive,The grandmother will eadturn the newspaper,4,3,0,,,,,,,,,,,,0,newspaper,
subject-20,29,45,non-restrictive,The chef will carry the carrot,4,4,0,,,,,,,,,,,,0,carrot,
subject-20,30,30,restrictive,The girl will roll the dice,1,8,0,,,,,,,,,,,,0,dice,
subject-20,31,19,non-restrictive,The chef will clean the bread,2,7,0,,,,,,,,,,,,0,bread,
subject-20,32,33,non-restrictive,The boy will open the suitcase,4,6,0,,,,,,,,,,,,0,suitcase,
subject-20,33,8,restrictive,The woman will play the piano,3,2,0,,,,,,,,,,,,0,piano,
subject-20,34,15,non-restrictive,The businessman will  forget the hat,2,8,1,0.0056,0.0332,517.5,pos1,False,True,1.0,0.0,0.0,0.0,0.0,1,hat,folder
subject-20,35,2,restrictive,The policeman will arrest the man,1,7,1,0.2002,0.0203,234.4,subject,False,False,,,,,,1,man,subject
subject-20,36,44,restrictive,The baker will knead the dough,3,4,0,,,,,,,,,,,,0,dough,
subject-20,37,17,non-restrictive,The man will  move the wood,4,8,1,0.4786,0.0334,258.8,subject,False,False,,,,,,1,wood,subject
subject-20,38,27,non-restrictive,The boy will touch the lamp,2,5,0,,,,,,,,,,,,0,lamp,
subject-20,39,32,restrictive,The woman will brew the beer,3,7,0,,,,,,,,,,,,0,beer,
subject-20,40,37,non-restrictive,The boy will move the banana,4,7,0,,,,,,,,,,,,0,banana,
subject-20,41,24,restrictive,The girl will groom the rabbit,3,3,0,,,,,,,,,,,,0,rabbit,
subject-20,42,20,restrictive,The baby will hug the kitten,3,3,0,,,,,,,,,,,,0,kitten,
subject-20,43,39,non-restrictive,The boy will move the shoelace,2,3,0,,,,,,,,,,,,0,shoelace,
subject-20,44,7,non-restrictive,The doctor will check the child,2,3,0,,,,,,,,,,,,0,child,
subject-20,45,13,non-restrictive,The man will  collect the cigarettes,4,7,0,,,,,,,,,,,,0,cigarettes,
subject-20,46,14,restrictive,The boy will walk the dog,1,6,0,,,,,,,,,,,,0,dog,
subject-20,47,38,restrictive,The woman will tie the apron,1,5,0,,,,,,,,,,,,0,apron,
subject-20,48,35,non-restrictive,The girl will squeeze the mascara,2,2,0,,,,,,,,,,,,0,mascara,
subject-20,49,16,restrictive,The woman will wear the dress,3,6,0,,,,,,,,,,,,0,dress,
subject-21,0,2,non-restrictive,The policeman will search the man,1,17,1,0.1538,0.0134,249.3,subject,False,False,,,,,,1,man,subject
subject-21,1,1,restrictive,The woman will drink the wine,4,12,0,,,,,,,,,,,,0,wine,
subject-21,2,46,non-restrictive,The musician will move the violin,1,10,0,,,,,,,,,,,,0,violin,
subject-21,3,36,non-restrictive,The kid will stack the lego,3,12,0,,,,,,,,,,,,0,lego,
subject-21,4,29,restrictive,The grandmother will read the newspaper,4,8,0,,,,,,,,,,,,0,newspaper,
subject-21,5,11,restrictive,The baby will ring the bell,2,12,0,,,,,,,,,,,,0,bell,
subject-21,6,16,non-restrictive,The woman will  carry the dress,3,13,0,,,,,,,,,,,,0,dress,
subject-21,7,30,non-restrictive,The girl will grab the dice,1,15,0,,,,,,,,,,,,0,dice,
subject-21,8,0,non-restrictive,The boy will move the cake,3,17,0,,,,,,,,,,,,1,cake,
subject-21,9,21,restrictive,The woman will water the flower,4,15,2,0.1449,0.0136,383.5,elsewhere,False,False,,,,,,2,flower,elsewhere
subject-21,10,10,non-restrictive,The man will wipe the washing machine,1,14,1,0.9677,0.0131,534.1,subject,False,False,,,,,,1,washing-machine,subject
subject-21,11,49,restrictive,The man will lick the stamp,4,14,0,,,,,,,,,,,,0,stamp,
subject-21,12,4,non-restrictive,The boy will throw the ball,3,15,0,,,,,,,,,,,,0,ball,
subject-21,13,18,non-restrictive,The boy will touch the football,1,17,1,0.1464,0.0335,486.2,subject,False,False,,,,,,1,football,subject
subject-21,14,3,restrictive,The woman will bathe the baby,2,9,0,,,,,,,,,,,,0,baby,
subject-21,15,39,restrictive,The boy will tie the shoelace,2,13,0,,,,,,,,,,,,0,shoelace,
subject-21,16,6,non-restrictive,The housewife will  wash the mushrooms,1,11,0,,,,,,,,,,,,0,mushrooms,
subject-21,17,19,restrictive,The chef will slice the bread,2,14,0,,,,,,,,,,,,0,bread,
subject-21,18,41,restrictive,The boy will squeeze the orange,4,12,0,,,,,,,,,,,,0,orange,
subject-21,19,40,non-restrictive,The girl will hold the blouse,3,13,0,,,,,,,,,,,,0,blouse,
subject-21,20,13,restrictive,The man will smoke the cigarettes,4,15,0,,,,,,,,,,,,0,cigarettes,
subject-21,21,33,restrictive,The boy will unzip the suitcase,4,14,0,,,,,,,,,,,,0,suitcase,
